Row,Regex1,Regex2,IsEquivalent,SimilarityScore
1586,"^\d{3,}$","^\d{3,}$",True,1.0
1587,"^\d{9,}$","^\d{9,}$",True,1.0
1588,"^\d{5,9}$","^\d{5,9}$",True,1.0
1589,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1298701298701299
1590,"^([a-zA-Z]+[ ,.!?;:'""…]*){5}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){5}[a-zA-Z]+[.!?;:'""…]?",True,1.0
1591,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
1592,^[a-zA-Z]{1}$,^[a-zA-Z]{1}$,True,1.0
1593,"^rgb$$1,\s*$2,\s*$3$$",^([0-9a-fA-F]{2})([0-9a-fA-F]{2})([0-9a-fA-F]{2})$,False,0.06000000000000005
1594,^ID_.*$,^ID_.*$,True,1.0
1595,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.032258064516129004
1596,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1283783783783784
1597,"^.{1,5}ckbwyeql$","^.{1,5}ckbwyeql$",True,1.0
1598,^ozbcbd.*,^ozbcbd.*,True,1.0
1599,"^\d{8,12}$","^\d{8,12}$",True,1.0
1600,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12269938650306744
1601,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
1602,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1470588235294118
1603,"^[a-z]{2,3}$","^[a-z]{2,3}$",True,1.0
1604,"^.{1,7}ncezdiqz$","^.{1,7}ncezdiqz$",True,1.0
1605,^tvblppl.*,^tvblppl.*,True,1.0
1606,"^\d{7,14}$","^\d{7,14}$",True,1.0
1607,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
1608,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.14049586776859502
1609,^\d{4}$,^\d{4}$,True,1.0
1610,"^[a-zA-Z0-9]{3,8}$","^[a-zA-Z0-9]{3,8}$",True,1.0
1611,\s+,\s+,True,1.0
1612,^\d{7}$,^\d{7}$,True,1.0
1613,(2025(04(30|29|28|27|26|25|24|23)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.06666666666666665
1614,"^[a-z]{2,7}$","^[a-z]{2,7}$",True,1.0
1615,"^([a-zA-Z]{4,5}[ ,.!?;:'""…]*){0,8}[a-zA-Z]{4,5}[.!?;:'""…]?$","^([a-zA-Z]{4,5}[ ,.!?;:'""…]*){0,8}[a-zA-Z]{4,5}[.!?;:'""…]?$",True,1.0
1616,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1123595505617978
1617,^\d{10}$,^\d{10}$,True,1.0
1618,"^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{3,6}[.!?;:'""…]?$","^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){3,7}[a-zA-Z]{3,6}[.!?;:'""…]?$",False,0.9830508474576272
1619,^#[0-9A-Fa-f]{6}$,^#[0-9a-fA-F]{2}$,False,0.7058823529411764
1620,\w+,\w+,True,1.0
1621,.*jji$,.*jji$,True,1.0
1622,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.17948717948717952
1623,\s+,\s+,True,1.0
1624,^(?=.*ioyahwcu)(?=.*mpffncx).*$,^(?=.*ioyahwcu)(?=.*mpffncx).*$,True,1.0
1625,"^\d{5,13}$","^\d{5,13}$",True,1.0
1626,"^[A-Z]{5,9}$","^[A-Z]{5,9}$",True,1.0
1627,^DOC_.*$,^DOC_.*,True,1.0
1628,"^\d{3,10}$","^\d{3,10}$",True,1.0
1629,"^\d{4,14}$","^\d{4,14}$",True,1.0
1630,"^\d{7,}$","^\d{7,}$",True,1.0
1631,"^\d{1,10}$","^\d{1,10}$",True,1.0
1632,(2025(04(30|29|28|27|26|25|24|23|22|21)|05(02|01))),无直接正则表达式实现，需结合当前日期计算,False,0.0
1633,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1634,(2025(04(30|29|28|27|26|25|24)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1428571428571429
1635,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11428571428571432
1636,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
1637,"^[a-zA-Z0-9]{5,8}$","^[a-zA-Z0-9]{5,8}$",True,1.0
1638,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
1639,^DATA_.*$,^DATA_.*,True,1.0
1640,^\d.*$,^\d.*$,True,1.0
1641,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.10880829015544047
1642,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1643,"^([a-zA-Z]+[ ,.!?;:'""…]*){2}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){2}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
1644,"^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?",True,1.0
1645,"^.{5,9}nsqzv$","^.{5,9}nsqzv$",True,1.0
1646,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1647,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1648,^[^\d]*$,^[^\d]*$,True,1.0
1649,^[a-zA-Z]{3}$,^[a-zA-Z]{3}$,True,1.0
1650,^[^\d]*$,^[^\d]*$,True,1.0
1651,"^\d{8,10}$","^\d{8,10}$",True,1.0
1652,"^[A-Z]{5,9}$","^[A-Z]{5,9}$",True,1.0
1653,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.11578947368421055
1654,"^([a-zA-Z]{5,6}[ ,.!?;:'""…]*){4,6}[a-zA-Z]{5,6}[.!?;:'""…]?$","^([a-zA-Z]{5,6}[ ,.!?;:'""…]*){4,6}[a-zA-Z]{5,6}[.!?;:'""…]?$",True,1.0
1655,^\d.*$,^\d.*$,True,1.0
1656,"^[a-z]{1,4}$","^[a-z]{1,4}$",True,1.0
1657,"^\d{2,10}$","^\d{2,10}$",True,1.0
1658,"^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){2,9}[a-zA-Z]{4,6}[.!?;:'""…]?$","^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){2,9}[a-zA-Z]{4,6}[.!?;:'""…]?$",True,1.0
1659,"^[A-Z]{2,6}$","^[A-Z]{2,6}$",True,1.0
1660,"^\d{1,2}$","^\d{1,2}$",True,1.0
1661,"^\d{8,16}$","^\d{8,16}$",True,1.0
1662,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12048192771084343
1663,"^\d{4,9}$","^\d{4,9}$",True,1.0
1664,"^\d{5,9}$","^\d{5,9}$",True,1.0
1665,^.*test.*$,.*test.*,True,1.0
1666,"^\d{1,9}$","^\d{1,9}$",True,1.0
1667,"^\d{3,}$","^\d{3,}$",True,1.0
1668,(2025(04(30|29|28|27|26|25|24|23|22|21)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.17647058823529416
1669,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.11578947368421055
1670,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.10552763819095479
1671,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
1672,"^([a-zA-Z]{1,8}[ ,.!?;:'""…]*){4,6}[a-zA-Z]{1,8}[.!?;:'""…]?$","^([a-zA-Z]{1,8}[ ,.!?;:'""…]*){4,6}[a-zA-Z]{1,8}[.!?;:'""…]?$",True,1.0
1673,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
1674,"^\d{5,}$","^\d{5,}$",True,1.0
1675,"^\d{2,11}$","^\d{2,11}$",True,1.0
1676,"^[A-Z]{4,10}$","^[A-Z]{4,10}$",True,1.0
1677,"^\d{8,13}$","^\d{8,13}$",True,1.0
1678,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.19298245614035092
1679,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.10526315789473684
1680,^[^\d]*$,^[^\d]*$,True,1.0
1681,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
1682,\d+,\d+,True,1.0
1683,^\d.*$,^\d.*$,True,1.0
1684,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
1685,"^.{2,7}otzos$","^.{2,7}otzos$",True,1.0
1686,^ilch.*gwclg.*$,^ilch.*gwclg.*$,True,1.0
1687,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1688,^suqtln.*ahjs.*$,^suqtln.*ahjs.*$,True,1.0
1689,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1690,(2025(04(30|29|28|27|26|25|24|23|22|21|20)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.20370370370370372
1691,\d+,\d+,True,1.0
1692,\w+,\w+,True,1.0
1693,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1694,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.18181818181818177
1695,"^\d{2,}$","^\d{2,}$",True,1.0
1696,"^\d{8,15}$","^\d{8,15}$",True,1.0
1697,.*rffk$,.*rffk$,True,1.0
1698,"^[A-Z]{2,8}$","^[A-Z]{2,8}$",True,1.0
1699,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1700,^ozs.*cyocpep.*$,^ozs.*cyocpep.*$,True,1.0
1701,^.*info.*$,.*info.*,True,1.0
1702,^\d.*$,^\d.*$,True,1.0
1703,"^\d{5,9}$","^\d{5,9}$",True,1.0
1704,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1705,.*gjibwzp$,.*gjibwzp$,True,1.0
1706,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
1707,^\d.*$,^\d.*$,True,1.0
1708,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
1709,^\d{1}$,^\d{1}$,True,1.0
1710,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1711,\w+,\w+,True,1.0
1712,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.13131313131313127
1713,"^[a-zA-Z0-9]{2,10}$","^[a-zA-Z0-9]{2,10}$",True,1.0
1714,"^\d{5,10}$","^\d{5,10}$",True,1.0
1715,"^\d{1,4}$","^\d{1,4}$",True,1.0
1716,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05))),^\d{8}$,False,0.005102040816326481
1717,"^.{0,3}jbdpyqeu$","^.{0,3}jbdpyqeu$",True,1.0
1718,\d+,^\d+(\.\d+)?$,False,0.23076923076923073
1719,"^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?",True,1.0
1720,"^\d{7,12}$","^\d{7,12}$",True,1.0
1721,"^\d{1,}$","^\d{1,}$",True,1.0
1722,"^([a-zA-Z]{3,5}[ ,.!?;:'""…]*){0,7}[a-zA-Z]{3,5}[.!?;:'""…]?$","^([a-zA-Z]{3,5}[ ,.!?;:'""…]*){0,7}[a-zA-Z]{3,5}[.!?;:'""…]?$",True,1.0
1723,"^[A-Z]{1,5}$","^[A-Z]{1,5}$",True,1.0
1724,"^([a-zA-Z]{1,7}[ ,.!?;:'""…]*){0,5}[a-zA-Z]{1,7}[.!?;:'""…]?$","^([a-zA-Z]{1,7}[ ,.!?;:'""…]*){0,5}[a-zA-Z]{1,7}[.!?;:'""…]?$",True,1.0
1725,"^\d{1,14}$","^\d{1,14}$",True,1.0
1726,^(?=.*ozahb)(?=.*hemcccc).*$,.*ozahb.*hemcccc.*,False,0.6428571428571428
1727,^[a-zA-Z]{4}$,^[a-zA-Z]{4}$,True,1.0
1728,"^\d{8,11}$","^\d{8,11}$",True,1.0
1729,^INFO_.*$,^INFO_.*,True,1.0
1730,"^[a-z]{3,4}$","^[a-z]{3,4}$",True,1.0
1731,^.*record.*$,.*record.*,True,1.0
1732,"^\d{7,15}$","^\d{7,15}$",True,1.0
1733,"^\d{1,6}$","^\d{1,6}$",True,1.0
1734,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12030075187969924
1735,^(?=.*zopro)(?=.*yumby).*$,^(?=.*zopro)(?=.*yumby).*$,True,1.0
1736,"^.{1,7}hrlvcp$","^.{1,7}hrlvcp$",True,1.0
1737,"^\d{8,}$","^\d{8,}$",True,1.0
1738,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1739,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1444444444444445
1740,.*hiszrnl$,.*hiszrnl$,True,1.0
1741,"^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
1742,"^\d{8,10}$","^\d{8,10}$",True,1.0
1743,^ihh.*jiuu.*$,^ihh.*jiuu.*$,True,1.0
1744,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
1745,"^\d{7,}$","^\d{7,}$",True,1.0
1746,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.033333333333333326
1747,^eijn.*,^eijn.*,True,1.0
1748,^\d.*$,^\d+$,False,0.6666666666666667
1749,"^\d{7,11}$","^\d{7,11}$",True,1.0
1750,"^\d{1,14}$","^\d{1,14}$",True,1.0
1751,^[^\d]*$,^[^\d]*$,True,1.0
1752,^\d.*$,^\d.*$,True,1.0
1753,"^\d{4,}$","^\d{4,}$",True,1.0
1754,^[a-zA-Z]{5}$,^[a-zA-Z]{5}$,True,1.0
1755,"^\d{4,10}$","^\d{4,10}$",True,1.0
1756,\d+,\d+,True,1.0
1757,\w+,\w+,True,1.0
1758,^\d.*$,^\d.*$,True,1.0
1759,(2025(04(30|29|28|27|26|25)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.07692307692307687
1760,\s+,\s+,True,1.0
1761,^[a-zA-Z]{5}$,^[a-zA-Z]{5}$,True,1.0
1762,"^\d{6,15}$","^\d{6,15}$",True,1.0
1763,^.*file.*$,.*file.*,True,1.0
1764,^\d.*$,^\d.*$,True,1.0
1765,^wgiqw.*qidtn.*$,^wgiqw.*qidtn.*$,True,1.0
1766,"^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
1767,^\d{10}$,^\d{10}$,True,1.0
1768,.*zrafko$,.*zrafko$,True,1.0
1769,^\d.*$,^\d.*$,True,1.0
1770,^(?=.*ktmxi)(?=.*tvlv).*$,^(?=.*ktmxi)(?=.*tvlv).*$,True,1.0
1771,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
1772,"^[A-Z]{3,10}$","^[A-Z]{3,10}$",True,1.0
1773,^\d{6}$,^\d{6}$,True,1.0
1774,"^\d{9,}$","^\d{9,}$",True,1.0
1775,^\d{3}$,^\d{3}$,True,1.0
1776,^\d.*$,^\d.*$,True,1.0
1777,"^[a-zA-Z0-9]{3,5}$","^[a-zA-Z0-9]{3,5}$",True,1.0
1778,"^\d{9,}$","^\d{9,}$",True,1.0
1779,^gjoia.*,^gjoia.*,True,1.0
1780,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1781,^\d.*$,^\d.*$,True,1.0
1782,^.*record.*$,.*record.*,True,1.0
1783,^(?=.*qoan)(?=.*zngoq).*$,^(?=.*qoan)(?=.*zngoq).*$,True,1.0
1784,"^[a-zA-Z0-9]{2,8}$","^[a-zA-Z0-9]{2,8}$",True,1.0
1785,"^\d{2,}$","^\d{2,}$",True,1.0
1786,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1787,^\d.*$,^\d.*$,True,1.0
1788,"^[a-zA-Z0-9]{1,10}$","^[a-zA-Z0-9]{1,10}$",True,1.0
1789,\s+,\s+,True,1.0
1790,^\d{6}$,^\d{6}$,True,1.0
1791,"^[a-z]{4,5}$","^[a-z]{4,5}$",True,1.0
1792,^\d+\.\d+$,^\d+t\d+\.\d+p\d+v\d+$,False,0.4545454545454546
1793,\w+,\w+,True,1.0
1794,(2025(04(30|29|28|27|26|25|24|23|22|21)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.17647058823529416
1795,^DOC_.*$,^DOC_.*,True,1.0
1796,"^\d{1,3}$","^\d{1,3}$",True,1.0
1797,"^([a-zA-Z]{3,5}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{3,5}[.!?;:'""…]?$","^([a-zA-Z]{3,5}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{3,5}[.!?;:'""…]?$",True,1.0
1798,"^rgb$$1,\s*$2,\s*$3$$",^R[0-9A-Fa-f]{2}G[0-9A-Fa-f]{2}B[0-9A-Fa-f]{2}$,False,0.06382978723404253
1799,^hdvov.*zmdy.*$,^hdvov.*zmdy.*$,True,1.0
1800,"^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){1,8}[a-zA-Z]{3,6}[.!?;:'""…]?$","^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){1,8}[a-zA-Z]{3,6}[.!?;:'""…]?$",True,1.0
1801,^LOG_.*$,^LOG_.*$,True,1.0
1802,^.*test.*$,.*test.*,True,1.0
1803,"^\d{1,6}$","^\d{1,6}$",True,1.0
1804,^\d{2}$,^\d{2}$,True,1.0
1805,^(?=.*clsdeqfp)(?=.*hhsiplp).*$,^(?=.*clsdeqfp)(?=.*hhsiplp).*$,True,1.0
1806,^(?=.*dolbshn)(?=.*geo).*$,^(?=.*dolbshn)(?=.*geo).*$,True,1.0
1807,"^\d{5,13}$","^\d{5,13}$",True,1.0
1808,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
1809,"^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){4,7}[a-zA-Z]{3,6}[.!?;:'""…]?$","^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){4,7}[a-zA-Z]{3,6}[.!?;:'""…]?$",True,1.0
1810,"^\d{3,16}$","^\d{3,16}$",True,1.0
1811,"^\d{1,}$",\d+,True,1.0
1812,"^\d{3,}$","^\d{3,}$",True,1.0
1813,^(?=.*dyhbe)(?=.*ormf).*$,^(?=.*dyhbe)(?=.*ormf).*$,True,1.0
1814,"^.{3,9}fgbksq$","^.{3,9}fgbksq$",True,1.0
1815,^[a-zA-Z]{5}$,^[a-zA-Z]{5}$,True,1.0
1816,"^\d{1,9}$","^\d{1,9}$",True,1.0
1817,"^\d{1,9}$","^\d{1,9}$",True,1.0
1818,"^([a-zA-Z]{5,8}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{5,8}[.!?;:'""…]?$","^([a-zA-Z]{5,8}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{5,8}[.!?;:'""…]?$",True,1.0
1819,^USER_.*$,^USER_.*$,True,1.0
1820,"^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
1821,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1822,"^\d{1,5}$","^\d{1,5}$",True,1.0
1823,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09)|05(02|01))),^\d{8}$,False,0.011494252873563204
1824,"^([a-zA-Z]{3,4}[ ,.!?;:'""…]*){1,3}[a-zA-Z]{3,4}[.!?;:'""…]?$","^([a-zA-Z]{3,4}[ ,.!?;:'""…]*){1,3}[a-zA-Z]{3,4}[.!?;:'""…]?$",True,1.0
1825,"^\d{8,16}$","^\d{8,16}$",True,1.0
1826,"^.{0,8}lcyviyn$","^.{0,8}lcyviyn$",True,1.0
1827,^.*test.*$,.*test.*,True,1.0
1828,^fjnwmv.*,^fjnwmv.*,True,1.0
1829,^LOG_.*$,^LOG_.*$,True,1.0
1830,\d+,^\d+$,True,1.0
1831,^zylq.*pyxscl.*$,^zylq.*pyxscl.*$,True,1.0
1832,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?",True,1.0
1833,"^[a-z]{4,6}$","^[a-z]{4,6}$",True,1.0
1834,^itkfv.*,^itkfv.*,True,1.0
1835,"^.{1,7}qtkxbevl$","^.{1,7}qtkxbevl$",True,1.0
1836,"^\d{3,9}$","^\d{3,9}$",True,1.0
1837,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
1838,"^\d{1,7}$","^\d{1,7}$",True,1.0
1839,^LOG_.*$,^LOG_.*$,True,1.0
1840,"^([a-zA-Z]+[ ,.!?;:'""…]*){4}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){4}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
1841,^DATA_.*$,^DATA_.*,True,1.0
1842,"^[a-zA-Z0-9]{2,10}$","^[a-zA-Z0-9]{2,10}$",True,1.0
1843,^olhqla.*oplwaukm.*$,^olhqla.*oplwaukm.*$,True,1.0
1844,\d+,\d+,True,1.0
1845,^\d{1}$,^\d{1}$,True,1.0
1846,^\d+(\.\d+)?(\.\d+)?$,^\d+\.\d+\.\d+$,False,0.7142857142857143
1847,^[^\d]*$,^[^\d]*$,True,1.0
1848,"^.{0,9}tantlcuz$","^.{0,9}tantlcuz$",True,1.0
1849,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14)|05(02|01))),^\d{8}$,False,0.01388888888888884
1850,^lbstcedm.*uuicky.*$,^lbstcedm.*uuicky.*$,True,1.0
1851,^\d+(\.\d+)?(\.\d+)?$,^\d+\.\d+\.\d+$,False,0.7142857142857143
1852,"^\d{9,}$","^\d{9,}$",True,1.0
1853,.*oefxsay$,.*oefxsay$,True,1.0
1854,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
1855,"^\d{1,}$",\d+,True,1.0
1856,"^\d{2,}$","^\d{2,}$",True,1.0
